slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side,mask
182,272,3DHST_3487,189.073853,62.151566,0,0,0.001000,232.000000,2000,TARGET,7527.041993,10049.724662,B,2020A_4
127,599,3DHST_15013,189.009262,62.215900,0,0,0.001000,233.000000,2000,TARGET,7407.420891,9930.150677,A,2020A_1
93,368,3DHST_9890,189.341583,62.191742,0,0,0.001000,234.000000,2000,TARGET,7519.303972,10041.984973,B,2020A_3
183,274,3DHST_8814,189.141586,62.186298,0,0,0.001000,236.000000,2000,TARGET,7473.842102,9996.543601,B,2020A_4
184,275,3DHST_28871,189.380524,62.284370,0,0,0.001000,237.000000,2000,TARGET,7229.291607,9752.102992,B,2020A_4
261,604,3DHST_30218,189.270996,62.291668,0,0,0.001000,238.000000,2000,TARGET,7716.182072,10238.775177,B,2020A_1
96,373,3DHST_37820,189.340088,62.364216,0,0,0.001000,240.000000,2000,TARGET,7729.923447,10252.515236,B,2020A_3
194,484,3DHST_25880,189.121597,62.268585,0,0,0.001000,241.000000,2000,TARGET,7709.957372,10232.554541,B,2020A_2
195,485,3DHST_31305,189.501984,62.297665,0,0,0.001000,243.000000,2000,TARGET,7374.275914,9897.024778,B,2020A_2
146,493,3DHST_1383,189.220520,62.131031,0,0,0.001000,251.000000,2000,TARGET,7171.078808,9693.912645,A,2020A_2
269,619,3DHST_3499,189.201157,62.151718,0,0,0.001000,254.000000,2000,TARGET,7685.283780,10207.892891,B,2020A_1
147,496,3DHST_9665,189.331223,62.190723,0,0,0.001000,255.000000,2000,TARGET,7635.529913,10158.157466,A,2020A_2
197,497,3DHST_36149,189.285553,62.335037,0,0,0.001000,256.000000,2000,TARGET,7173.308583,9696.141321,B,2020A_2
196,291,3DHST_3872,189.124527,62.154549,0,0,0.001000,264.000000,2000,TARGET,7396.303776,9919.042674,B,2020A_4
135,632,3DHST_4527,189.017929,62.159500,0,0,0.001000,270.000000,2000,TARGET,7549.080368,10071.751669,A,2020A_1
277,639,3DHST_839,189.191681,62.121159,0,0,0.001000,277.000000,2000,TARGET,7667.054968,10189.675790,B,2020A_1
138,643,3DHST_7381,188.989899,62.178642,0,0,0.001000,281.000000,2000,TARGET,7419.832222,9942.559414,A,2020A_1
106,404,3DHST_15546,189.319992,62.218662,0,0,0.001000,284.000000,2000,TARGET,7617.721163,10140.356917,B,2020A_3
107,405,3DHST_31002,189.445862,62.295834,0,0,0.001000,285.000000,2000,TARGET,7293.112660,9815.893413,B,2020A_3
284,651,3DHST_5994,189.203705,62.170330,0,0,0.001000,290.000000,2000,TARGET,7708.063465,10230.660817,B,2020A_1
153,525,3DHST_8858,189.405624,62.186565,0,0,0.001000,292.000000,2000,TARGET,7636.722266,10159.351233,A,2020A_2
210,529,3DHST_28851,189.378159,62.284260,0,0,0.001000,296.000000,2000,TARGET,7504.094580,10026.781119,B,2020A_2
109,413,3DHST_29279,189.362778,62.286522,0,0,0.001000,297.000000,2000,TARGET,7553.713857,10076.377913,B,2020A_3
211,318,3DHST_20119,189.459564,62.241245,0,0,0.001000,302.000000,2000,TARGET,6832.831366,9355.818028,B,2020A_4
213,320,3DHST_34629,189.307068,62.321346,0,0,0.001000,304.000000,2000,TARGET,7583.779794,10106.434444,B,2020A_4
217,539,3DHST_26409,189.090195,62.271328,0,0,0.001000,306.000000,2000,TARGET,7704.329447,10226.930543,B,2020A_2
215,323,3DHST_2834,189.166351,62.146820,0,0,0.001000,308.000000,2000,TARGET,7248.850531,9771.654513,B,2020A_4
114,424,3DHST_17506,189.330139,62.228523,0,0,0.001000,309.000000,2000,TARGET,7594.662090,10117.307715,B,2020A_3
217,326,3DHST_31384,189.473755,62.298164,0,0,0.001000,313.000000,2000,TARGET,7041.775641,9564.674574,B,2020A_4
117,430,3DHST_14185,189.437225,62.212067,0,0,0.001000,316.000000,2000,TARGET,7224.069520,9746.880366,B,2020A_3
118,431,3DHST_5610,189.300522,62.167603,0,0,0.001000,317.000000,2000,TARGET,7632.484195,10155.117200,B,2020A_3
142,683,3DHST_10998,188.939285,62.196743,0,0,0.001000,323.000000,2000,TARGET,7220.918890,9743.733549,A,2020A_1
143,684,3DHST_12276,189.091080,62.203178,0,0,0.001000,324.000000,2000,TARGET,7694.703582,10217.305657,A,2020A_1
6,335,3DHST_10671,188.918259,62.195209,0,0,0.001000,326.000000,2000,TARGET,7720.492343,10243.089705,A,2020A_4
162,557,3DHST_834,189.191071,62.121220,0,0,0.001000,327.000000,2000,TARGET,7091.577791,9614.447319,A,2020A_2
227,339,3DHST_2406,189.140244,62.142754,0,0,0.001000,331.000000,2000,TARGET,7306.138816,9828.918471,B,2020A_4
229,343,3DHST_33862,189.353271,62.315296,0,0,0.001000,335.000000,2000,TARGET,7435.147744,9957.869343,B,2020A_4
311,700,3DHST_17116,189.233795,62.226604,0,0,0.001000,340.000000,2000,TARGET,7710.201424,10232.795260,B,2020A_1
124,452,3DHST_6281,189.286041,62.171936,0,0,0.001000,342.000000,2000,TARGET,7684.387593,10206.997172,B,2020A_3
237,351,3DHST_24289,189.376129,62.261536,0,0,0.001000,345.000000,2000,TARGET,7143.370778,9666.218816,B,2020A_4
147,707,3DHST_31777,189.125305,62.300854,0,0,0.001000,347.000000,2000,TARGET,7624.334626,10146.968058,A,2020A_1
239,353,3DHST_261,189.192474,62.109249,0,0,0.001000,348.000000,2000,TARGET,7028.566734,9551.471618,B,2020A_4
225,578,3DHST_26111,189.112213,62.269856,0,0,0.001000,350.000000,2000,TARGET,7705.021815,10227.621583,B,2020A_2
172,579,3DHST_9212,188.998810,62.188259,0,0,0.001000,351.000000,2000,TARGET,7521.561590,10044.248248,A,2020A_2
315,713,3DHST_1815,189.192200,62.136517,0,0,0.001000,353.000000,2000,TARGET,7689.733915,10212.342758,B,2020A_1
318,719,3DHST_21644,189.288055,62.248775,0,0,0.001000,359.000000,2000,TARGET,7577.495901,10100.148956,B,2020A_1
181,465,3DHST_32305,189.140183,62.304615,0,0,0.001000,360.000000,2000,TARGET,7515.919306,10038.600243,A,2020A_3
230,589,3DHST_30351,189.099960,62.292267,0,0,0.001000,363.000000,2000,TARGET,7551.518967,10074.187823,B,2020A_2
156,726,3DHST_3958,189.005524,62.155167,0,0,0.001000,366.000000,2000,TARGET,7518.488114,10041.173710,A,2020A_1
245,367,3DHST_24207,189.422394,62.261082,0,0,0.001000,369.000000,2000,TARGET,7017.480552,9540.385526,B,2020A_4
235,596,3DHST_33410,189.425705,62.311775,0,0,0.001000,371.000000,2000,TARGET,7293.911345,9816.692564,B,2020A_2
185,476,3DHST_32673,189.168076,62.306789,0,0,0.001000,374.000000,2000,TARGET,7605.429982,10128.071262,A,2020A_3
177,600,3DHST_941,189.200592,62.123241,0,0,0.001000,375.000000,2000,TARGET,7109.029703,9631.891341,A,2020A_2
241,609,3DHST_25220,189.540756,62.265476,0,0,0.001000,384.000000,2000,TARGET,7595.133901,10117.787193,B,2020A_2
253,380,3DHST_3398,189.124207,62.150967,0,0,0.001000,386.000000,2000,TARGET,7383.206891,9905.951963,B,2020A_4
161,747,3DHST_31439,189.085495,62.298607,0,0,0.001000,387.000000,2000,TARGET,7499.858341,10022.546794,A,2020A_1
256,385,3DHST_14738,189.164352,62.214306,0,0,0.001000,392.000000,2000,TARGET,7523.027422,10045.705296,B,2020A_4
164,761,3DHST_2482,189.018036,62.143227,0,0,0.001000,402.000000,2000,TARGET,7583.718686,10106.376549,A,2020A_1
139,503,3DHST_9166,189.299576,62.187939,0,0,0.001000,406.000000,2000,TARGET,7654.510652,10177.132008,B,2020A_3
141,510,3DHST_15382,189.293381,62.217899,0,0,0.001000,413.000000,2000,TARGET,7704.657183,10227.254372,B,2020A_3
197,511,3DHST_33638,189.202881,62.313938,0,0,0.001000,414.000000,2000,TARGET,7712.677494,10235.271531,A,2020A_3
249,637,3DHST_36421,189.239990,62.337910,0,0,0.001000,415.000000,2000,TARGET,7169.663244,9692.498022,B,2020A_2
144,525,3DHST_36228,189.348969,62.335754,0,0,0.001000,429.000000,2000,TARGET,7661.836885,10184.455960,B,2020A_3
200,653,3DHST_9373,189.422806,62.189186,0,0,0.001000,431.000000,2000,TARGET,7662.870472,10185.488421,A,2020A_2
171,794,3DHST_28990,189.116898,62.285000,0,0,0.001000,435.000000,2000,TARGET,7624.939483,10147.571858,A,2020A_1
149,543,3DHST_3463,189.299728,62.151772,0,0,0.001000,449.000000,2000,TARGET,7621.126810,10143.766645,B,2020A_3
209,677,3DHST_7361,189.248672,62.178627,0,0,0.001000,457.000000,2000,TARGET,7519.395632,10042.074360,A,2020A_2
178,817,3DHST_29708,189.109268,62.288822,0,0,0.001000,459.000000,2000,TARGET,7593.618587,10116.265013,A,2020A_1
215,552,3DHST_26918,189.088837,62.273830,0,0,0.001000,461.000000,2000,TARGET,7379.906846,9902.647622,A,2020A_3
152,555,3DHST_13444,189.309418,62.208633,0,0,0.001000,464.000000,2000,TARGET,7642.325545,10164.950880,B,2020A_3
218,558,3DHST_13668,189.060745,62.209827,0,0,0.001000,467.000000,2000,TARGET,7363.560585,9886.311092,A,2020A_3
303,447,3DHST_29651,189.468308,62.288239,0,0,0.001000,470.000000,2000,TARGET,7012.754166,9535.664786,B,2020A_4
157,568,3DHST_36665,189.395309,62.340553,0,0,0.001000,477.000000,2000,TARGET,7517.177396,10039.861653,B,2020A_3
311,458,3DHST_10096,189.068359,62.192924,0,0,0.001000,483.000000,2000,TARGET,7703.728413,10226.328813,B,2020A_4
186,842,3DHST_33146,189.132248,62.310017,0,0,0.001000,485.000000,2000,TARGET,7631.010785,10153.641859,A,2020A_1
189,846,3DHST_24667,189.095825,62.263268,0,0,0.001000,489.000000,2000,TARGET,7596.114721,10118.759336,A,2020A_1
162,583,3DHST_37030,189.375153,62.345325,0,0,0.001000,495.000000,2000,TARGET,7589.427965,10112.080407,B,2020A_3
228,594,3DHST_4008,189.047928,62.155499,0,0,0.001000,506.000000,2000,TARGET,7394.090244,9916.833042,A,2020A_3
325,479,3DHST_32825,189.394333,62.307663,0,0,0.001000,508.000000,2000,TARGET,7293.282760,9816.068047,B,2020A_4
327,481,3DHST_4735,189.052612,62.161182,0,0,0.001000,510.000000,2000,TARGET,7624.018687,10146.657914,B,2020A_4
383,868,3DHST_18775,189.269287,62.234585,0,0,0.001000,511.000000,2000,TARGET,7610.888357,10133.526348,B,2020A_1
170,602,3DHST_28984,189.418503,62.284775,0,0,0.001000,515.000000,2000,TARGET,7368.948305,9891.694680,B,2020A_3
225,735,3DHST_12085,189.319473,62.202141,0,0,0.001000,521.000000,2000,TARGET,7712.050598,10234.643889,A,2020A_2
334,492,3DHST_3969,189.262558,62.155560,0,0,0.001000,525.000000,2000,TARGET,7015.292973,9538.198007,B,2020A_4
232,747,3DHST_11378,189.398819,62.198639,0,0,0.001000,534.000000,2000,TARGET,7719.371153,10241.963012,A,2020A_2
237,619,3DHST_5147,188.996262,62.163700,0,0,0.001000,536.000000,2000,TARGET,7212.981666,9735.804462,A,2020A_3
237,758,3DHST_7302,189.292419,62.178139,0,0,0.001000,545.000000,2000,TARGET,7531.459551,10054.132991,A,2020A_2
246,635,3DHST_6794,189.015152,62.175106,0,0,0.001000,553.000000,2000,TARGET,7259.380854,9782.181396,A,2020A_3
180,639,3DHST_17302,189.314850,62.227547,0,0,0.001000,557.000000,2000,TARGET,7643.980930,10166.604675,B,2020A_3
182,643,3DHST_2306,189.264740,62.141983,0,0,0.001000,561.000000,2000,TARGET,7729.050526,10251.643919,B,2020A_3
302,785,3DHST_25423,189.501495,62.266579,0,0,0.001000,572.000000,2000,TARGET,7596.354965,10119.005362,B,2020A_2
184,657,3DHST_27345,189.319870,62.275990,0,0,0.001000,577.000000,2000,TARGET,7681.713468,10204.320150,B,2020A_3
253,801,3DHST_3352,189.174255,62.150566,0,0,0.001000,590.000000,2000,TARGET,7295.636621,9818.415755,A,2020A_2
212,949,3DHST_26126,189.125885,62.270016,0,0,0.001000,596.000000,2000,TARGET,7680.601283,10203.208474,A,2020A_1
418,950,3DHST_4469,189.215958,62.159287,0,0,0.001000,597.000000,2000,TARGET,7649.733571,10172.357646,B,2020A_1
189,676,3DHST_30288,189.446503,62.291813,0,0,0.001000,600.000000,2000,TARGET,7285.936480,9808.720216,B,2020A_3
7,559,3DHST_18138,188.951263,62.231785,0,0,0.001000,608.000000,2000,TARGET,7651.229672,10173.853382,A,2020A_4
264,686,3DHST_11771,189.150436,62.200638,0,0,0.001000,611.000000,2000,TARGET,7669.693973,10192.308442,A,2020A_3
384,570,3DHST_6495,189.112183,62.173244,0,0,0.001000,621.000000,2000,TARGET,7504.121286,10026.810937,B,2020A_4
199,696,3DHST_19328,189.346405,62.237453,0,0,0.001000,622.000000,2000,TARGET,7550.750951,10073.415863,B,2020A_3
200,697,3DHST_14885,189.298187,62.215454,0,0,0.001000,623.000000,2000,TARGET,7686.304849,10208.910303,B,2020A_3
317,832,3DHST_34015,189.404633,62.316162,0,0,0.001000,625.000000,2000,TARGET,7268.777498,9791.569237,B,2020A_2
201,700,3DHST_35609,189.372543,62.329487,0,0,0.001000,627.000000,2000,TARGET,7576.544206,10099.200834,B,2020A_3
436,982,3DHST_5937,189.279327,62.169662,0,0,0.001000,631.000000,2000,TARGET,7461.734355,9984.440704,B,2020A_1
270,705,3DHST_8927,189.161026,62.187035,0,0,0.001000,633.000000,2000,TARGET,7722.147343,10244.739560,A,2020A_3
391,578,3DHST_28986,189.507950,62.284489,0,0,0.001000,635.000000,2000,TARGET,6891.368645,9414.334259,B,2020A_4
321,845,3DHST_29718,189.111115,62.288792,0,0,0.001000,639.000000,2000,TARGET,7571.234227,10093.893765,B,2020A_2
269,849,3DHST_3569,189.161118,62.152126,0,0,0.001000,643.000000,2000,TARGET,7302.845061,9825.621291,A,2020A_2
221,995,3DHST_30055,189.127350,62.290607,0,0,0.001000,644.000000,2000,TARGET,7648.750239,10171.372303,A,2020A_1
8,594,3DHST_20839,188.992157,62.244679,0,0,0.001000,654.000000,2000,TARGET,7706.324946,10228.922417,A,2020A_4
403,597,3DHST_26325,189.339371,62.270798,0,0,0.001000,657.000000,2000,TARGET,7281.355294,9804.141771,B,2020A_4
404,598,3DHST_9929,189.130692,62.192245,0,0,0.001000,658.000000,2000,TARGET,7527.710731,10050.388110,B,2020A_4
211,728,3DHST_4425,189.304703,62.158806,0,0,0.001000,659.000000,2000,TARGET,7610.763479,10133.407063,B,2020A_3
212,730,3DHST_27623,189.431137,62.277264,0,0,0.001000,661.000000,2000,TARGET,7318.318871,9841.087537,B,2020A_3
225,1033,3DHST_31880,189.148941,62.301373,0,0,0.001000,684.000000,2000,TARGET,7699.662657,10222.262766,A,2020A_1
460,1042,3DHST_30820,189.384918,62.294914,0,0,0.001000,693.000000,2000,TARGET,7359.566514,9882.319645,B,2020A_1
221,765,3DHST_2942,189.291092,62.147350,0,0,0.001000,701.000000,2000,TARGET,7646.010632,10168.640021,B,2020A_3
284,769,3DHST_30314,189.190262,62.292103,0,0,0.001000,705.000000,2000,TARGET,7693.576168,10216.177739,A,2020A_3
9,637,3DHST_18567,188.972717,62.233814,0,0,0.001000,706.000000,2000,TARGET,7700.085651,10222.686966,A,2020A_4
343,910,3DHST_28925,189.439911,62.284370,0,0,0.001000,710.000000,2000,TARGET,7485.357498,10008.054249,B,2020A_2
447,657,3DHST_25945,189.451370,62.269234,0,0,0.001000,727.000000,2000,TARGET,6975.201530,9498.126633,B,2020A_4
296,928,3DHST_5565,189.044464,62.166924,0,0,0.001000,728.000000,2000,TARGET,7378.417302,9901.164608,A,2020A_2
234,1082,3DHST_11411,189.068649,62.199062,0,0,0.001000,734.000000,2000,TARGET,7630.950497,10153.581350,A,2020A_1
299,937,3DHST_8124,189.071136,62.182938,0,0,0.001000,738.000000,2000,TARGET,7498.887367,10021.579868,A,2020A_2
10,671,3DHST_11249,188.920746,62.198032,0,0,0.001000,745.000000,2000,TARGET,7714.852449,10237.451915,A,2020A_4
458,672,3DHST_6338,189.169220,62.172142,0,0,0.001000,747.000000,2000,TARGET,7340.831368,9863.592391,B,2020A_4
480,1094,3DHST_2304,189.237244,62.141926,0,0,0.001000,748.000000,2000,TARGET,7551.790795,10074.459833,B,2020A_1
238,1095,3DHST_27001,189.130722,62.274101,0,0,0.001000,749.000000,2000,TARGET,7688.834751,10211.438395,A,2020A_1
240,1099,3DHST_34381,189.148331,62.319096,0,0,0.001000,754.000000,2000,TARGET,7667.572743,10190.188352,A,2020A_1
298,812,3DHST_25253,189.168838,62.265831,0,0,0.001000,758.000000,2000,TARGET,7651.735622,10174.355431,A,2020A_3
358,953,3DHST_35021,189.226547,62.324757,0,0,0.001000,761.000000,2000,TARGET,7268.356797,9791.147822,B,2020A_2
237,817,3DHST_2614,189.270660,62.144817,0,0,0.001000,765.000000,2000,TARGET,7711.737696,10234.338357,B,2020A_3
11,690,3DHST_16645,188.950378,62.224453,0,0,0.001000,773.000000,2000,TARGET,7680.135471,10202.746918,A,2020A_4
313,966,3DHST_8387,189.014236,62.184238,0,0,0.001000,774.000000,2000,TARGET,7495.813374,10018.510431,A,2020A_2
367,981,3DHST_28043,189.145920,62.279926,0,0,0.001000,789.000000,2000,TARGET,7619.165087,10141.801839,B,2020A_2
373,995,3DHST_30680,189.327667,62.294094,0,0,0.001000,803.000000,2000,TARGET,7450.203336,9972.913010,B,2020A_2
252,866,3DHST_25804,189.456146,62.268475,0,0,0.001000,821.000000,2000,TARGET,7225.588814,9748.398546,B,2020A_3
318,873,3DHST_34958,189.192184,62.323956,0,0,0.001000,829.000000,2000,TARGET,7667.627044,10190.241688,A,2020A_3
508,745,3DHST_824,189.149750,62.120838,0,0,0.001000,838.000000,2000,TARGET,7194.147878,9716.979342,B,2020A_4
263,1201,3DHST_22931,189.059280,62.254318,0,0,0.001000,863.000000,2000,TARGET,7495.022338,10017.711892,A,2020A_1
533,777,3DHST_19602,189.402481,62.238655,0,0,0.001000,872.000000,2000,TARGET,6975.313819,9498.235934,B,2020A_4
401,1061,3DHST_33151,189.242905,62.310062,0,0,0.001000,876.000000,2000,TARGET,7366.613628,9889.360633,B,2020A_2
13,792,3DHST_11864,188.929977,62.200897,0,0,0.001000,888.000000,2000,TARGET,7726.988231,10249.581662,A,2020A_4
273,940,3DHST_34978,189.389618,62.324001,0,0,0.001000,899.000000,2000,TARGET,7513.520079,10036.204397,B,2020A_3
354,966,3DHST_22546,189.174789,62.252956,0,0,0.001000,928.000000,2000,TARGET,7685.898379,10208.503098,A,2020A_3
286,1282,3DHST_35868,189.141403,62.332088,0,0,0.001000,948.000000,2000,TARGET,7623.573027,10146.209252,A,2020A_1
284,989,3DHST_7363,189.331436,62.178780,0,0,0.001000,953.000000,2000,TARGET,7540.420578,10063.093272,B,2020A_3
289,1004,3DHST_7020,189.327850,62.176388,0,0,0.001000,968.000000,2000,TARGET,7550.045936,10072.714583,B,2020A_3
293,1304,3DHST_21222,189.081787,62.246685,0,0,0.001000,970.000000,2000,TARGET,7581.554081,10104.205157,A,2020A_1
589,868,3DHST_23739,189.293228,62.258873,0,0,0.001000,974.000000,2000,TARGET,7355.163314,9877.915780,B,2020A_4
437,1166,3DHST_31291,189.106354,62.297707,0,0,0.001000,988.000000,2000,TARGET,7510.103172,10032.790219,B,2020A_2
561,1322,3DHST_2260,189.220795,62.141315,0,0,0.001000,989.000000,2000,TARGET,7604.343786,10126.989713,B,2020A_1
300,1323,3DHST_24754,189.115463,62.263763,0,0,0.001000,990.000000,2000,TARGET,7658.383305,10181.000246,A,2020A_1
309,1350,3DHST_13666,189.099976,62.210045,0,0,0.001000,1019.000000,2000,TARGET,7709.774652,10232.369617,A,2020A_1
310,1353,3DHST_4348,189.000549,62.157944,0,0,0.001000,1022.000000,2000,TARGET,7496.755881,10019.450895,A,2020A_1
580,1362,3DHST_4441,189.266205,62.158974,0,0,0.001000,1031.000000,2000,TARGET,7486.043819,10008.740244,B,2020A_1
15,922,3DHST_19147,188.949020,62.236374,0,0,0.001000,1037.000000,2000,TARGET,7625.695342,10148.330128,A,2020A_4
315,1371,3DHST_33853,189.145981,62.315037,0,0,0.001000,1040.000000,2000,TARGET,7666.819160,10189.434772,A,2020A_1
322,1418,3DHST_28326,189.126190,62.281380,0,0,0.001000,1090.000000,2000,TARGET,7661.275306,10183.891423,A,2020A_1
406,1258,3DHST_10408,189.381760,62.194305,0,0,0.001000,1092.000000,2000,TARGET,7681.395084,10204.003348,A,2020A_2
325,1434,3DHST_31527,189.108414,62.299191,0,0,0.001000,1108.000000,2000,TARGET,7572.746434,10095.402621,A,2020A_1
409,1126,3DHST_27296,189.134811,62.275810,0,0,0.001000,1109.000000,2000,TARGET,7528.865533,10051.540038,A,2020A_3
421,1293,3DHST_7920,189.222137,62.181919,0,0,0.001000,1131.000000,2000,TARGET,7533.953362,10056.625803,A,2020A_2
333,1147,3DHST_3788,189.308121,62.153976,0,0,0.001000,1132.000000,2000,TARGET,7595.184582,10117.835624,B,2020A_3
691,1008,3DHST_31164,189.497345,62.296669,0,0,0.001000,1136.000000,2000,TARGET,6972.917516,9495.847799,B,2020A_4
698,1020,3DHST_22497,189.283859,62.252777,0,0,0.001000,1150.000000,2000,TARGET,7354.949383,9877.701679,B,2020A_4
338,1164,3DHST_37449,189.347015,62.353031,0,0,0.001000,1151.000000,2000,TARGET,7691.737421,10214.344943,B,2020A_3
643,1496,3DHST_27923,189.299713,62.279137,0,0,0.001000,1175.000000,2000,TARGET,7599.449077,10122.093590,B,2020A_1
429,1188,3DHST_28780,189.185455,62.283966,0,0,0.001000,1178.000000,2000,TARGET,7686.433338,10209.037878,A,2020A_3
350,1195,3DHST_9767,189.283401,62.191525,0,0,0.001000,1185.000000,2000,TARGET,7711.415108,10234.010954,B,2020A_3
350,1548,3DHST_4860,189.016846,62.161648,0,0,0.001000,1227.000000,2000,TARGET,7541.138564,10063.813175,A,2020A_1
465,1284,3DHST_24934,189.121140,62.264683,0,0,0.001000,1277.000000,2000,TARGET,7496.314824,10019.003820,A,2020A_3
366,1613,3DHST_5504,189.000641,62.166183,0,0,0.001000,1294.000000,2000,TARGET,7479.877934,10002.579534,A,2020A_1
802,1169,3DHST_16250,189.111969,62.222645,0,0,0.001000,1312.000000,2000,TARGET,7700.870567,10223.469637,B,2020A_4
807,1179,3DHST_33103,189.362381,62.309486,0,0,0.001000,1322.000000,2000,TARGET,7385.847532,9908.590816,B,2020A_4
375,1648,3DHST_3065,189.021500,62.148087,0,0,0.001000,1331.000000,2000,TARGET,7584.477427,10107.134277,A,2020A_1
547,1493,3DHST_25449,189.476730,62.266762,0,0,0.001000,1343.000000,2000,TARGET,7601.188829,10123.835800,B,2020A_2
16,1226,3DHST_23636,189.002289,62.258278,0,0,0.001000,1372.000000,2000,TARGET,7676.482899,10199.092827,A,2020A_4
729,1701,3DHST_19119,189.343704,62.236446,0,0,0.001000,1385.000000,2000,TARGET,7375.325257,9898.068183,B,2020A_1
414,1399,3DHST_6601,189.305832,62.173862,0,0,0.001000,1399.000000,2000,TARGET,7620.605899,10143.243532,B,2020A_3
511,1424,3DHST_35634,189.208725,62.329784,0,0,0.001000,1424.000000,2000,TARGET,7716.424347,10239.017768,A,2020A_3
591,1599,3DHST_33565,189.469681,62.312824,0,0,0.001000,1451.000000,2000,TARGET,7274.293148,9797.084775,B,2020A_2
429,1459,3DHST_4131,189.306488,62.156521,0,0,0.001000,1460.000000,2000,TARGET,7602.830155,10125.477513,B,2020A_3
546,1517,3DHST_32937,189.182510,62.308380,0,0,0.001000,1519.000000,2000,TARGET,7651.277542,10173.898540,A,2020A_3
147,338,3DHST_Q_14945,189.359384,62.215357,0,0,0.001000,1527.000000,2000,TARGET,7285.091110,9807.874093,B,2020A_1
170,379,3DHST_Q_34630,189.444194,62.321885,0,0,0.001000,1527.000000,2000,TARGET,7227.828473,9750.643802,B,2020A_1
69,234,3DHST_Q_10145,189.352801,62.192151,0,0,0.001000,1527.000000,2000,TARGET,7654.209179,10176.828823,A,2020A_2
95,271,3DHST_Q_26422,189.551610,62.271284,0,0,0.001000,1527.000000,2000,TARGET,7551.243562,10073.917009,B,2020A_2
98,274,3DHST_Q_27600,189.077863,62.278531,0,0,0.001000,1527.000000,2000,TARGET,7658.843062,10181.465100,B,2020A_2
48,204,3DHST_Q_33464,189.404720,62.312932,0,0,0.001000,1527.000000,2000,TARGET,7449.676940,9972.388905,B,2020A_3
3,106,3DHST_Q_13041,188.934519,62.206753,0,0,0.001000,1527.000000,2000,TARGET,7713.786748,10236.385300,A,2020A_4
101,150,3DHST_Q_35299,189.360002,62.329100,0,0,0.001000,1527.000000,2000,TARGET,7477.342607,10000.046999,B,2020A_4
